City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,greenville,35.6127,-77.3663,16.75,78,0,0.89,US,1715570261
368,isla vista,34.4133,-119.861,22.47,88,100,2.06,US,1715571063
369,malvan,16.0667,73.4667,31.33,55,55,1.03,IN,1715571064
370,hurricane,37.1753,-113.2899,27.26,26,1,3.99,US,1715571064
371,isangel,-19.55,169.2667,29.06,54,20,3.6,VU,1715571065
372,saint-joseph,-21.3667,55.6167,20.21,74,40,5.03,RE,1715570514
373,dame-marie,18.5667,-74.4167,26.3,86,19,3.7,HT,1715571065
374,les cayes,18.2,-73.75,26.12,86,68,1.93,HT,1715571066
375,banjarmasin,-3.3244,114.591,32.08,55,11,1.36,ID,1715571066
376,camocim,-2.9022,-40.8411,25.14,89,24,3.85,BR,1715571067
377,souillac,-20.5167,57.5167,24.21,78,40,2.57,MU,1715571067
378,gangakher,18.95,76.75,32.77,38,88,3.27,IN,1715571068
379,hotan,37.0997,79.9269,26.83,10,100,7.98,CN,1715571068
380,motomachi,43.8228,144.1044,19.01,82,75,1.54,JP,1715571069
381,zaraza,9.3503,-65.3245,26.66,75,100,2.01,VE,1715571069
382,matias romero,16.8833,-95.0333,26.55,71,23,7.22,MX,1715571070
383,afaahiti,-17.75,-149.2833,27.93,83,12,7.48,PF,1715571070
384,tommot,58.9564,126.2925,3.94,96,100,3.61,RU,1715571071
385,san lawrenz,36.0553,14.204,17.7,83,5,4.65,MT,1715571071
386,crane,31.3974,-102.3501,24.32,16,0,2.67,US,1715571071
387,usinsk,65.9939,57.5281,-4.96,93,97,4.92,RU,1715571072
388,suntar,62.1444,117.6319,3.91,87,100,5.11,RU,1715571072
389,jeddah,21.5169,39.2192,29.92,58,0,3.09,SA,1715571003
390,pontianak,-0.0333,109.3333,31.99,74,75,1.03,ID,1715571073
391,qamdo,31.1667,97.2333,9.79,33,100,1.97,CN,1715570476
392,lata,40.1629,-8.3327,12.73,98,94,0.56,PT,1715571074
393,lubeck,39.2354,-81.6312,12.66,81,0,0.45,US,1715571074
394,pisco,-13.7,-76.2167,18.03,77,45,0.51,PE,1715571075
395,urangan,-25.3,152.9,25.67,61,0,5.36,AU,1715571075
396,eenhana,-17.4667,16.3333,15.44,36,0,2.73,NA,1715571075
397,edinboro,41.8742,-80.1317,9.82,90,24,3.07,US,1715571076
398,la quiaca,-22.1024,-65.593,10.4,27,80,0.62,AR,1715571077
399,tomatlan,19.9333,-105.25,20.72,94,1,0.05,MX,1715571077
400,kushiro,42.975,144.3747,11.53,100,100,5.14,JP,1715570973
401,sittwe,20.15,92.9,30.61,61,1,3.13,MM,1715571078
402,baxter,46.3433,-94.2867,15.9,38,100,4.12,US,1715571078
403,yara,20.2753,-76.9533,24.63,81,72,0.95,CU,1715571079
404,nadi,-17.8,177.4167,29.0,58,75,4.63,FJ,1715571079
405,gul'kevichi,45.3538,40.6946,10.0,72,100,4.6,RU,1715571079
406,abadeh,31.1608,52.6506,20.82,27,3,2.78,IR,1715571080
407,vallenar,-28.5708,-70.7581,13.27,48,93,0.47,CL,1715571080
408,helena valley west central,46.6629,-112.0604,18.62,48,10,1.34,US,1715571048
409,hammerfest,70.6634,23.6821,4.25,87,100,1.54,NO,1715571081
410,beira,-19.8436,34.8389,24.05,88,20,2.06,MZ,1715570970
411,lompoc,34.6391,-120.4579,14.08,88,100,4.12,US,1715570881
412,margate,51.3813,1.3862,13.72,88,9,2.24,GB,1715571082
413,shimonoseki,33.95,130.95,22.38,56,40,5.14,JP,1715571083
414,illizi,26.4833,8.4667,22.89,21,35,4.99,DZ,1715571083
415,dalandzadgad,43.5708,104.425,27.91,6,3,7.93,MN,1715571083
416,shimanovsk,52.0,127.7,13.26,37,100,3.35,RU,1715571084
417,weno,7.4515,151.8468,28.38,81,83,7.71,FM,1715570509
418,warman,52.3168,-106.5679,14.95,33,100,6.17,CA,1715571085
419,burang,30.25,81.1667,4.21,52,57,2.49,CN,1715571085
420,vilyuchinsk,52.9306,158.4028,4.4,97,100,1.56,RU,1715571085
421,natal,-5.795,-35.2094,25.36,94,20,2.06,BR,1715571086
422,keetmanshoop,-26.5833,18.1333,17.51,34,35,2.06,NA,1715571086
423,lorengau,-2.0226,147.2712,29.39,79,29,3.68,PG,1715570509
424,laguna,38.421,-121.4238,26.49,54,0,4.12,US,1715571046
425,kotel'nikovo,47.6317,43.1461,7.88,58,19,3.48,RU,1715571088
426,fada,9.5667,8.3,22.22,87,100,1.47,NG,1715571088
427,embi,48.8264,58.1442,18.39,63,28,6.86,KZ,1715571088
428,solnechnyy,50.7214,136.6319,6.13,65,99,2.74,RU,1715571089
429,gillette,44.2911,-105.5022,13.95,68,0,5.66,US,1715571007
430,mazabuka,-15.856,27.748,19.01,58,40,6.09,ZM,1715571090
431,gadhada,21.9667,71.5667,32.86,43,2,0.37,IN,1715571090
432,mhamid,29.82,-5.72,26.45,23,78,2.27,MA,1715571091
433,tucupita,9.0622,-62.051,24.11,80,57,2.2,VE,1715571091
434,acarau,-2.8856,-40.12,25.57,86,88,3.97,BR,1715571092
435,kenora,49.8167,-94.4337,9.54,57,75,4.12,CA,1715570951
436,woolgoolga,-30.1106,153.2007,21.93,62,1,3.44,AU,1715571092
437,north haven,41.3909,-72.8595,11.02,88,0,0.45,US,1715571010
438,tazacorte,28.629,-17.9293,19.54,92,100,7.2,ES,1715571093
439,nyurba,63.2842,118.3319,3.65,78,100,4.4,RU,1715570503
440,palikir - national government center,6.9248,158.1611,31.41,70,75,3.09,FM,1715571094
441,sodo,6.8642,37.7628,15.56,94,79,1.63,ET,1715571095
442,eberswalde,52.8349,13.8195,11.88,58,0,3.57,DE,1715571095
443,smithers,54.7804,-127.1743,12.18,47,75,2.57,CA,1715571011
444,candelaria,13.9311,121.4233,33.53,51,44,3.7,PH,1715571096
445,sur,22.5667,59.5289,33.21,39,0,3.05,OM,1715571096
446,island harbour,50.724,-1.2758,13.34,85,34,1.79,GB,1715571097
447,dahab,28.501,34.5134,22.94,54,0,7.05,EG,1715571097
448,san antonio de pale,-1.4014,5.6325,26.03,91,100,4.71,GQ,1715571097
449,staryye ozinki,51.1786,49.6769,5.6,64,88,8.94,RU,1715571098
450,mount isa,-20.7333,139.5,26.87,29,0,4.63,AU,1715571026
451,duba,27.3513,35.6901,25.59,50,0,4.36,SA,1715571098
452,yorkton,51.2167,-102.4677,7.91,57,40,3.6,CA,1715571001
453,la passe,45.5549,-0.8967,14.43,97,67,3.59,FR,1715571099
454,dunda,-8.1167,34.25,14.95,91,53,0.77,TZ,1715571100
455,divinopolis,-20.1389,-44.8839,17.86,68,4,0.73,BR,1715571100
456,kill devil hills,36.0307,-75.676,14.99,77,0,2.06,US,1715571101
457,wenchang,30.904,118.4887,25.12,37,88,2.43,CN,1715571101
458,bechar,31.6167,-2.2167,25.86,19,100,2.41,DZ,1715571102
459,prince george,53.9166,-122.753,17.36,32,100,2.06,CA,1715570975
460,conceicao da barra,-18.5933,-39.7322,22.62,91,4,2.06,BR,1715571102
461,khovd,48.0056,91.6419,13.89,44,100,3.92,MN,1715571103
462,pemba,-12.974,40.5178,23.39,100,20,3.6,MZ,1715571103
463,camayenne,9.535,-13.6878,27.7,84,100,2.11,GN,1715571104
464,kzyltu,53.6364,72.3414,21.31,32,50,10.13,KZ,1715571104
465,tshikapa,-6.4167,20.8,22.62,71,23,1.09,CD,1715571104
466,harper,4.375,-7.7169,26.93,85,87,1.97,LR,1715571105
467,ghat,24.9647,10.1728,23.62,23,1,2.92,LY,1715571105
468,kunming,25.0389,102.7183,15.96,59,75,4.0,CN,1715571106
469,kirakira,-10.4544,161.9205,29.28,75,100,4.96,SB,1715571106
470,igarka,67.4667,86.5833,0.01,99,100,4.47,RU,1715571107
471,port blair,11.6667,92.75,28.02,83,40,3.6,IN,1715571107
472,tocopilla,-22.092,-70.1979,17.46,82,55,4.58,CL,1715571108
473,mafinga,-7.25,35.0667,16.72,78,37,0.91,TZ,1715571108
474,vizinga,61.0749,50.1031,-2.62,89,96,3.35,RU,1715571108
475,quellon,-43.1167,-73.6167,4.29,79,97,0.42,CL,1715571109
476,as sulayyil,20.4607,45.5779,27.14,19,3,2.96,SA,1715571109
477,mugia,43.1041,-9.2179,16.06,96,100,9.15,ES,1715571110
478,avia terai,-26.6853,-60.7292,13.99,71,100,5.02,AR,1715571110
479,edmundston,47.3737,-68.3251,11.63,53,0,2.57,CA,1715571111
480,vernon,50.2581,-119.2691,25.2,35,49,4.47,CA,1715570995
481,lowell,42.6334,-71.3162,11.79,75,100,0.0,US,1715571111
482,san felipe,10.3399,-68.7425,22.59,98,61,0.74,VE,1715571112
483,howrah,22.5892,88.3103,31.0,70,40,0.0,IN,1715571112
484,naze,28.3667,129.4833,20.51,82,100,4.67,JP,1715571113
485,apatity,67.5641,33.4031,0.37,100,100,0.1,RU,1715571113
486,dowlatabad,32.7998,51.6955,15.82,39,75,0.0,IR,1715571114
487,pala,9.3642,14.9046,27.52,53,89,2.64,TD,1715571114
488,pasuquin,18.3328,120.6177,30.97,84,20,4.12,PH,1715571115
489,ulcinj,41.9294,19.2244,14.12,80,11,3.18,ME,1715571115
490,sultanah,24.4926,39.5857,30.25,28,0,0.0,SA,1715571116
491,bansdih,25.8833,84.2167,34.13,40,85,3.67,IN,1715571116
492,debila,33.5167,6.95,24.04,29,0,2.57,DZ,1715571117
493,sakakah,29.9697,40.2064,20.76,40,49,5.91,SA,1715571117
494,mount pearl,47.5166,-52.7813,4.52,93,75,6.17,CA,1715571118
495,libreville,0.3925,9.4537,26.01,94,40,1.54,GA,1715571118
496,bredy,52.4153,60.3411,14.0,80,97,5.36,RU,1715571118
497,valparaiso,-33.0393,-71.6273,11.8,62,0,2.06,CL,1715570831
498,huangmei,30.1924,116.025,25.78,36,79,2.97,CN,1715571119
499,paita,-5.0892,-81.1144,20.43,79,43,5.92,PE,1715571120
500,port macquarie,-31.4333,152.9167,22.72,68,53,5.91,AU,1715571120
501,venta de banos,41.9371,-4.4645,12.63,88,50,2.68,ES,1715571120
502,bambari,5.768,20.6757,22.38,89,78,1.7,CF,1715571121
503,prado,-17.3411,-39.2208,23.68,85,21,2.8,BR,1715571121
504,makhambet,47.6667,51.5833,9.54,75,66,6.51,KZ,1715571122
505,palangkaraya,-2.2,113.8333,32.88,59,32,0.73,ID,1715571122
506,roma,43.2128,-75.4557,11.08,85,100,1.54,US,1715571123
507,iskushuban,10.2837,50.23,27.45,68,69,2.48,SO,1715571123
508,lockwood,45.8191,-108.4149,20.94,42,20,5.14,US,1715571123
509,siwa oasis,29.2041,25.5195,18.52,58,0,1.9,EG,1715571124
510,kalkaman,51.9525,76.0211,21.69,25,0,6.73,KZ,1715571124
511,cruzeiro do sul,-29.5128,-51.9853,18.93,96,100,2.16,BR,1715571125
512,badagry,6.4167,2.8833,26.89,87,100,0.91,NG,1715571125
513,chibougamau,49.9168,-74.3659,11.79,43,100,4.63,CA,1715571126
514,ilorin,8.5,4.55,24.23,91,100,2.92,NG,1715571126
515,hasaki,35.7333,140.8333,22.22,97,100,11.77,JP,1715571127
516,cidreira,-30.1811,-50.2056,18.84,95,100,7.34,BR,1715571127
517,fort mcmurray,56.7268,-111.381,13.77,47,100,3.6,CA,1715570942
518,ilha de mocambique,-15.0342,40.7358,26.67,70,1,6.79,MZ,1715571128
519,hastings,50.8552,0.5729,12.96,95,41,4.29,GB,1715571128
520,kiruna,67.8557,20.2251,2.51,93,100,1.54,SE,1715571129
521,bay roberts,47.5999,-53.2648,5.18,94,77,1.79,CA,1715571129
522,zyryanskoye,56.8306,86.6258,17.64,37,39,5.1,RU,1715571129
523,bahia de kino,28.8333,-111.9333,23.88,53,0,4.68,MX,1715571130
524,xiongzhou,25.1167,114.3,26.82,46,100,2.94,CN,1715571130
525,guercif,34.2257,-3.3536,18.71,61,84,0.93,MA,1715571131
526,nacozari de garcia,30.3742,-109.6908,17.07,17,0,2.7,MX,1715571131
527,tadine,-21.55,167.8833,24.57,65,58,6.28,NC,1715571131
528,broome,42.2506,-75.833,9.38,88,0,2.06,US,1715571132
529,callao,-12.0667,-77.15,20.95,88,75,2.06,PE,1715571132
530,tabou,4.423,-7.3528,26.66,85,76,1.56,CI,1715571133
531,novotroitskaya,45.3267,41.5253,9.71,71,100,5.01,RU,1715571133
532,cill airne,52.05,-9.5167,9.99,96,100,5.84,IE,1715571133
533,minas de marcona,-15.2119,-75.1103,12.61,88,45,5.31,PE,1715571134
534,yelizovo,53.1873,158.3805,4.33,93,100,4.0,RU,1715571134
535,contamana,-7.3333,-75.0167,27.63,72,100,0.64,PE,1715571135
536,andorra,42.5,1.5,10.8,97,64,0.25,AD,1715571135
537,monte argentario,42.4345,11.1195,13.88,54,100,2.57,IT,1715571136
538,mae ramat,16.984,98.5166,36.0,46,17,0.87,TH,1715571136
539,nantucket,41.2835,-70.0995,10.0,81,20,3.6,US,1715571115
540,batouri,4.4333,14.3667,21.71,97,100,0.97,CM,1715571137
541,skovorodino,53.9833,123.9167,3.1,98,100,2.33,RU,1715571137
542,clarksville,36.5298,-87.3595,20.1,69,0,1.54,US,1715571138
543,sturgeon bay,44.8342,-87.377,16.2,82,100,7.2,US,1715571139
544,pandan,14.0453,124.1694,32.36,62,28,1.59,PH,1715571139
545,sirte,31.2089,16.5887,17.86,63,5,4.07,LY,1715571140
546,bulawayo,-20.15,28.5833,11.3,86,0,4.51,ZW,1715571140
547,gorontalo,0.5412,123.0595,31.14,65,81,3.01,ID,1715571141
548,al wajh,26.2455,36.4525,25.97,61,0,7.72,SA,1715571141
549,bonga,7.2833,36.2333,16.78,98,61,0.82,ET,1715571142
550,christchurch,-43.5333,172.6333,13.6,72,75,1.03,NZ,1715570770
551,zarate,-34.0981,-59.0286,7.76,83,71,3.87,AR,1715571142
552,nong phai,15.9903,101.0618,33.55,54,86,1.9,TH,1715571143
553,yenotayevka,47.2456,47.0281,7.55,68,8,8.26,RU,1715571143
554,guangyuan,32.442,105.823,26.19,52,8,3.65,CN,1715571144
555,reo,12.3167,-2.4667,30.32,56,96,3.68,BF,1715571144
556,puerto aysen,-45.4,-72.7,-1.31,97,63,1.28,CL,1715571144
557,antofagasta,-23.65,-70.4,14.6,86,79,2.6,CL,1715571145
558,kiunga,-6.1219,141.2906,30.51,68,92,1.4,PG,1715571145
559,jinhua,29.1078,119.6547,22.98,47,98,2.4,CN,1715571146
560,montpon-menesterol,45.0,0.1667,12.41,98,22,1.56,FR,1715571146
561,belize city,17.4995,-88.1976,28.9,86,24,1.79,BZ,1715571146
562,arlington,32.7357,-97.1081,19.18,83,100,2.06,US,1715571147
563,kalmunai,7.4167,81.8167,30.91,68,86,1.79,LK,1715571147
564,hangu,39.2489,117.7892,28.02,15,1,5.76,CN,1715571148
565,east end,34.5507,-92.341,20.64,86,100,3.05,US,1715571148
566,baardheere,2.3446,42.2764,25.58,83,79,5.6,SO,1715571148
567,grajau,-5.8194,-46.1386,23.08,82,52,1.24,BR,1715571149
568,abasha,42.2096,42.2211,12.12,82,100,1.33,GE,1715571149
569,bol,13.4586,14.7147,29.34,41,77,5.04,TD,1715571150
570,toliara,-23.35,43.6667,19.97,87,0,3.38,MG,1715571150
571,estevan,49.1334,-102.9842,11.79,46,0,3.6,CA,1715571151
572,copala,16.65,-98.9833,26.52,65,99,2.03,MX,1715571151
573,beberibe,-4.1797,-38.1306,25.02,90,100,2.36,BR,1715571151
574,semenivka,52.1783,32.5818,2.94,81,92,2.67,UA,1715571152
575,horqueta,-23.3428,-57.0597,17.73,90,34,3.05,PY,1715571152
576,castillos,-34.1667,-53.8333,11.44,92,100,7.06,UY,1715571153
577,tulcea,45.1667,28.8,8.02,76,20,2.06,RO,1715571153
578,aleksandrovsk-sakhalinskiy,50.8975,142.1561,4.2,85,98,2.24,RU,1715571153
579,louga,58.7372,29.8453,5.31,66,82,1.6,RU,1715571154
580,quelimane,-17.8786,36.8883,20.71,94,67,0.37,MZ,1715571154
581,ribeira brava,32.65,-17.0667,20.4,82,64,1.22,PT,1715571155
582,naryn,41.4287,75.9911,12.59,46,100,2.29,KG,1715571155
